Image,Femur_Width_px,Tibia_Width_px,Min_JSW_px,Avg_JSW_px
Image_6349.jpg,191,182,8,15.342541436464089
Image_635 copy.jpg,196,185,6,14.25414364640884
Image_635.jpg,206,183,9,20.097826086956523
Image_6350.jpg,191,184,8,14.556756756756757
Image_6351.jpg,203,184,8,14.513513513513514
Image_6352.jpg,192,178,11,17.094972067039105
Image_6353.jpg,200,185,8,13.344086021505376
Image_6354.jpg,198,189,8,16.021621621621623
Image_6355.jpg,190,187,6,14.395604395604396
Image_6356.jpg,195,186,8,16.18716577540107
Image_6357.jpg,193,183,7,15.653846153846153
Image_6358.jpg,191,178,5,13.402234636871508
Image_6359.jpg,209,196,8,14.50253807106599
Image_636 copy.jpg,206,185,8,16.344086021505376
Image_636.jpg,205,190,8,17.951612903225808
Image_6360.jpg,202,190,8,11.607734806629834
Image_6361.jpg,193,178,10,17.76536312849162
Image_6362.jpg,203,185,9,17.172043010752688
Image_6363.jpg,197,185,8,15.080645161290322
Image_6364.jpg,191,182,14,19.311475409836067
Image_6365.jpg,197,185,9,18.612903225806452
Image_6366.jpg,213,197,8,16.835051546391753
Image_6367.jpg,197,185,6,10.206703910614525
Image_6368.jpg,203,183,9,16.766304347826086
Image_6369.jpg,201,184,11,17.6
Image_637 copy.jpg,200,185,11,19.419354838709676
Image_637.jpg,195,189,8,17.173684210526314
Image_6370.jpg,198,180,10,15.96132596685083
Image_6371.jpg,195,191,8,13.166666666666666
Image_6372.jpg,201,193,6,13.082474226804123
Image_6373.jpg,196,191,9,14.536458333333334
Image_6374.jpg,198,183,9,17.08695652173913
Image_6375.jpg,204,192,11,22.63684210526316
Image_6376.jpg,203,184,10,16.643243243243244
Image_6377.jpg,204,191,10,18.890625
Image_6378.jpg,196,186,7,15.695187165775401
Image_6379.jpg,192,182,6,14.458563535911603
Image_638 copy.jpg,202,185,7,13.768817204301076
Image_638.jpg,202,186,10,16.823529411764707
Image_6380.jpg,202,181,7,11.31868131868132
Image_6381.jpg,197,186,9,15.6524064171123
Image_6382.jpg,196,183,9,15.296703296703297
Image_6383.jpg,203,196,9,14.908629441624365
Image_6384.jpg,192,189,5,14.586021505376344
Image_6385.jpg,201,182,9,14.311475409836065
Image_6386.jpg,202,189,10,16.118279569892472
Image_6387.jpg,192,180,7,15.469613259668508
Image_6388.jpg,210,190,9,20.089005235602095
Image_6389.jpg,207,188,9,16.17989417989418
Image_639 copy.jpg,201,190,4,11.813559322033898
Image_639.jpg,196,179,10,16.505555555555556
Image_6390.jpg,188,175,6,13.920454545454545
Image_6391.jpg,197,194,9,14.952631578947368
Image_6392.jpg,200,187,6,14.47872340425532
Image_6393.jpg,203,182,10,17.808743169398905
Image_6394.jpg,197,181,10,17.692307692307693
Image_6395.jpg,197,185,7,12.726775956284152
Image_6396.jpg,203,184,9,17.735135135135135
Image_6397.jpg,200,181,9,15.626373626373626
Image_6398.jpg,206,187,8,15.090425531914894
Image_6399.jpg,204,187,8,18.824468085106382
Image_64 copy.jpg,203,187,9,15.702127659574469
Image_64.jpg,196,188,7,13.56084656084656
Image_640 copy.jpg,197,191,3,14.401069518716577
Image_640.jpg,196,182,8,16.44808743169399
Image_6400.jpg,203,180,8,12.895027624309392
Image_6401.jpg,193,193,7,15.462765957446809
Image_6402.jpg,204,182,8,15.300546448087431
Image_6403.jpg,191,179,9,15.466666666666667
Image_6404.jpg,203,191,7,15.707182320441989
Image_6405.jpg,215,192,9,16.265625
Image_6406.jpg,191,184,6,14.945945945945946
Image_6407.jpg,203,187,9,15.680851063829786
Image_6408.jpg,205,196,8,18.489795918367346
Image_6409.jpg,207,201,9,16.199004975124378
Image_641 copy.jpg,212,193,7,15.26943005181347
Image_641.jpg,190,179,9,17.11111111111111
Image_6410.jpg,212,203,9,17.639593908629443
Image_6411.jpg,202,184,4,11.204419889502763
Image_6412.jpg,193,178,8,15.23463687150838
Image_6413.jpg,208,199,7,15.42
Image_6414.jpg,195,193,11,20.098445595854923
Image_6415.jpg,191,180,7,13.397790055248619
Image_6416.jpg,201,200,5,13.3125
Image_6417.jpg,209,196,10,17.64467005076142
Image_6418.jpg,188,178,7,11.050279329608939
Image_6419.jpg,207,195,6,15.612244897959183
Image_642 copy.jpg,195,179,9,15.672222222222222
Image_642.jpg,206,194,7,14.46236559139785
Image_6420.jpg,206,187,9,19.48404255319149
Image_6421.jpg,191,184,7,14.491891891891893
Image_6422.jpg,203,198,4,9.329608938547485
Image_6423.jpg,209,192,8,15.873015873015873
Image_6424.jpg,204,187,6,13.148936170212766
Image_6425.jpg,208,192,10,18.04663212435233
Image_6426.jpg,181,165,11,15.813253012048193
Image_6427.jpg,199,189,10,15.73157894736842
Image_6428.jpg,210,200,5,14.248704663212436
Image_6429.jpg,193,187,10,18.080213903743317
Image_643 copy.jpg,189,185,7,15.637931034482758
Image_643.jpg,189,183,8,17.369565217391305
Image_6430.jpg,204,188,5,14.88888888888889
Image_6431.jpg,190,183,7,15.706521739130435
Image_6432.jpg,203,196,7,13.594871794871795
Image_6433.jpg,199,186,7,12.641711229946525
Image_6434.jpg,207,202,9,18.734375
Image_6435.jpg,199,191,7,17.583333333333332
Image_6436.jpg,200,186,9,15.406417112299465
Image_6437.jpg,192,181,11,16.164835164835164
Image_6438.jpg,199,192,8,16.041450777202073
Image_6439.jpg,200,188,8,15.148148148148149
Image_644 copy.jpg,197,181,8,14.467032967032967
Image_644.jpg,203,193,8,15.273684210526316
Image_6440.jpg,190,174,8,15.32183908045977
Image_6441.jpg,191,179,9,15.494444444444444
Image_6442.jpg,196,182,10,16.191256830601095
Image_6443.jpg,200,188,9,15.476190476190476
Image_6444.jpg,196,188,5,16.84656084656085
Image_6445.jpg,209,202,12,21.896907216494846
Image_6446.jpg,208,187,6,12.586021505376344
Image_6447.jpg,197,185,7,12.758064516129032
Image_6448.jpg,201,183,10,17.78021978021978
Image_6449.jpg,202,186,10,17.387096774193548
Image_645 copy.jpg,216,202,6,17.29591836734694
Image_645.jpg,195,184,8,14.427027027027027
Image_6450.jpg,196,183,6,11.808988764044944
Image_6451.jpg,196,186,6,13.390374331550802
Image_6452.jpg,203,187,7,15.212765957446809
Image_6453.jpg,194,187,7,13.436170212765957
Image_6454.jpg,207,199,4,14.625641025641025
Image_6455.jpg,203,188,7,16.179347826086957
Image_6456.jpg,198,183,12,18.152173913043477
Image_6457.jpg,211,194,8,15.04102564102564
Image_6458.jpg,201,184,8,18.62162162162162
Image_6459.jpg,207,195,11,19.377551020408163
Image_646 copy.jpg,188,178,6,12.707865168539326
Image_646.jpg,206,188,8,14.338624338624339
Image_6460.jpg,191,181,8,18.67032967032967
Image_6461.jpg,210,208,4,15.797029702970297
Image_6462.jpg,194,178,9,15.553072625698324
Image_6463.jpg,189,176,9,14.830508474576272
Image_6464.jpg,208,190,9,16.04232804232804
Image_6465.jpg,211,197,9,18.08205128205128
Image_6466.jpg,184,179,8,17.905555555555555
Image_6467.jpg,210,197,7,15.43939393939394
Image_6468.jpg,204,191,8,15.148148148148149
Image_6469.jpg,202,194,8,13.09375
Image_647 copy.jpg,199,185,8,17.308108108108108
Image_647.jpg,199,194,7,13.319148936170214
Image_6470.jpg,191,177,8,18.03370786516854
Image_6471.jpg,202,184,5,12.751351351351351
Image_6472.jpg,205,188,6,15.470899470899472
Image_6473.jpg,169,168,5,11.567073170731707
Image_6474.jpg,179,170,8,16.251461988304094
Image_6475.jpg,203,189,9,14.057894736842105
Image_6476.jpg,205,189,7,12.17989417989418
Image_6477.jpg,198,187,9,15.398936170212766
Image_6478.jpg,212,195,10,18.010204081632654
Image_6479.jpg,202,186,10,16.331550802139038
Image_648 copy.jpg,200,191,8,17.588541666666668
Image_648.jpg,210,199,8,16.92462311557789
Image_6480.jpg,194,182,11,17.18032786885246
Image_6481.jpg,201,187,5,13.50531914893617
Image_6482.jpg,202,184,8,15.391304347826088
Image_6483.jpg,204,187,8,13.617021276595745
Image_6484.jpg,206,190,9,17.2565445026178
Image_6485.jpg,203,193,7,16.307291666666668
Image_6486.jpg,208,197,9,16.964646464646464
Image_6487.jpg,198,186,11,17.577540106951872
Image_6488.jpg,199,180,8,14.38121546961326
Image_6489.jpg,206,191,9,17.020942408376964
Image_649 copy.jpg,194,188,11,16.835978835978835
Image_649.jpg,200,189,10,16.33684210526316
Image_6490.jpg,192,181,10,15.901098901098901
Image_6491.jpg,197,185,8,14.207865168539326
Image_6492.jpg,196,188,6,14.75
Image_6493.jpg,201,184,9,16.983783783783785
Image_6494.jpg,204,189,10,19.857894736842105
Image_6495.jpg,196,183,8,21.010928961748633
Image_6496.jpg,195,186,7,13.071428571428571
Image_6497.jpg,203,182,9,17.333333333333332
Image_6498.jpg,202,186,5,14.775401069518717
Image_6499.jpg,199,188,10,17.772486772486772
Image_65 copy.jpg,196,185,9,17.77956989247312
Image_65.jpg,197,179,12,20.57777777777778
Image_650 copy.jpg,202,189,7,14.721052631578948
Image_650.jpg,213,205,7,11.903061224489797
Image_6500.jpg,192,186,10,19.352941176470587
Image_6501.jpg,201,190,8,14.68586387434555
Image_6502.jpg,191,178,10,15.07909604519774
Image_6503.jpg,188,174,8,14.417142857142856
Image_6504.jpg,193,173,9,16.458823529411763
Image_6505.jpg,198,207,5,11.989637305699482
Image_6506.jpg,202,190,7,14.528795811518325
Image_6507.jpg,200,185,9,15.956989247311828
Image_6508.jpg,208,195,7,15.731958762886597
Image_6509.jpg,200,185,7,16.236559139784948
Image_651 copy.jpg,212,199,6,15.66497461928934
Image_651.jpg,208,202,3,12.06532663316583
Image_6510.jpg,208,183,10,16.70108695652174
Image_6511.jpg,198,183,10,15.309782608695652
Image_6512.jpg,193,180,8,15.640883977900552
Image_6513.jpg,196,189,10,17.094736842105263
Image_6514.jpg,195,176,8,17.129943502824858
Image_6515.jpg,198,182,10,17.721311475409838
Image_6516.jpg,197,201,7,14.027173913043478
Image_6517.jpg,207,188,8,14.620320855614974
Image_6518.jpg,204,186,8,13.345945945945946
Image_6519.jpg,194,182,9,18.55191256830601
Image_652 copy.jpg,195,184,10,16.708791208791208
Image_652.jpg,205,191,10,17.984375
Image_6520.jpg,199,187,9,15.074468085106384
Image_6521.jpg,195,187,8,16.132978723404257
Image_6522.jpg,204,193,10,17.74742268041237
Image_6523.jpg,206,185,6,13.25268817204301
Image_6524.jpg,200,185,9,17.553763440860216
Image_6525.jpg,187,175,6,9.147727272727273
Image_6526.jpg,208,186,8,14.363636363636363
Image_6527.jpg,194,190,11,18.71578947368421
Image_6528.jpg,199,185,9,13.790322580645162
Image_6529.jpg,209,192,10,17.642487046632123
Image_653 copy.jpg,200,191,7,17.234375
Image_653.jpg,200,190,8,14.884816753926701
Image_6530.jpg,205,188,8,14.941798941798941
Image_6531.jpg,201,188,7,13.042328042328043
Image_6532.jpg,207,189,12,18.989473684210527
Image_6533.jpg,200,183,7,14.190217391304348
Image_6534.jpg,203,197,4,10.201086956521738
Image_6535.jpg,201,188,7,14.899470899470899
Image_6536.jpg,192,184,8,13.967567567567567
Image_6537.jpg,197,183,8,15.21195652173913
Image_6538.jpg,198,188,8,15.703703703703704
Image_6539.jpg,194,181,9,15.604395604395604
Image_654 copy.jpg,185,174,6,9.635838150289016
Image_654.jpg,205,186,10,18.97326203208556
Image_6540.jpg,197,185,11,18.902173913043477
Image_6541.jpg,189,181,8,14.857142857142858
Image_6542.jpg,208,192,9,18.181347150259068
Image_6543.jpg,185,179,10,15.679775280898877
Image_6544.jpg,194,186,9,15.459893048128341
Image_6545.jpg,195,183,4,11.690217391304348
Image_6546.jpg,194,185,8,17.161290322580644
Image_6547.jpg,205,192,7,12.134715025906736
Image_6548.jpg,208,192,10,18.838541666666668
Image_6549.jpg,206,186,7,12.106951871657754
Image_655 copy.jpg,200,202,7,13.171122994652407
Image_655.jpg,199,191,12,23.798941798941797
Image_6550.jpg,193,187,8,11.754098360655737
Image_6551.jpg,208,193,8,15.376288659793815
Image_6552.jpg,187,180,9,16.223463687150836
Image_6553.jpg,212,191,10,21.739583333333332
Image_6554.jpg,209,189,9,17.61578947368421
Image_6555.jpg,194,181,8,16.225274725274726
Image_6556.jpg,191,179,7,16.47222222222222
Image_6557.jpg,193,185,9,16.87845303867403
Image_6558.jpg,205,194,8,15.707692307692307
Image_6559.jpg,201,185,9,17.302702702702703
Image_656 copy.jpg,191,176,8,12.559322033898304
Image_656.jpg,195,185,11,14.623655913978494
Image_6560.jpg,204,194,9,16.141361256544503
Image_6561.jpg,211,188,8,15.80952380952381
Image_6562.jpg,196,179,8,13.46368715083799
Image_6563.jpg,206,190,5,13.225130890052355
Image_6564.jpg,193,188,7,12.972677595628415
Image_6565.jpg,200,183,8,14.190217391304348
Image_6566.jpg,201,187,9,17.111702127659573
Image_6567.jpg,191,182,8,18.562841530054644
Image_6568.jpg,201,192,7,14.984455958549223
Image_6569.jpg,197,186,10,18.28342245989305
Image_657 copy.jpg,201,192,9,15.654450261780104
Image_657.jpg,205,182,6,12.792349726775956
Image_6570.jpg,184,180,6,16.556818181818183
Image_6571.jpg,191,179,9,17.693181818181817
Image_6572.jpg,204,187,10,16.414893617021278
Image_6573.jpg,197,181,7,15.373626373626374
Image_6574.jpg,195,187,8,15.868131868131869
Image_6575.jpg,199,184,10,17.52972972972973
Image_6576.jpg,207,190,9,15.575916230366492
Image_6577.jpg,204,193,8,15.963541666666666
Image_6578.jpg,201,186,8,15.748663101604278
Image_6579.jpg,201,202,8,15.76063829787234
Image_658 copy.jpg,197,183,9,16.097826086956523
Image_658.jpg,195,184,7,14.486486486486486
Image_6580.jpg,195,202,13,22.877551020408163
Image_6581.jpg,203,181,9,14.758241758241759
Image_6582.jpg,203,190,7,15.24607329842932
Image_6583.jpg,208,199,9,19.14
Image_6584.jpg,193,181,7,14.839779005524862
Image_6585.jpg,197,187,7,15.60427807486631
Image_6586.jpg,203,193,9,14.505154639175258
Image_6587.jpg,192,186,8,13.256830601092895
Image_6588.jpg,199,187,6,10.966480446927374
Image_6589.jpg,199,191,7,14.703125
Image_659 copy.jpg,203,193,10,16.309278350515463
Image_659.jpg,204,185,10,18.64516129032258
Image_6590.jpg,201,184,9,17.194594594594594
Image_6591.jpg,193,182,9,14.311475409836065
Image_6592.jpg,175,168,11,17.49367088607595
Image_6593.jpg,211,196,7,14.903553299492385
Image_6594.jpg,202,182,10,18.989071038251367
Image_6595.jpg,202,185,8,13.956989247311828
Image_6596.jpg,205,194,10,19.39896373056995
Image_6597.jpg,202,181,11,17.782122905027933
Image_6598.jpg,195,183,12,19.23913043478261
Image_6599.jpg,201,194,7,16.329896907216494
Image_66 copy.jpg,205,191,6,14.17989417989418
Image_66.jpg,196,193,7,19.808290155440414
Image_660 copy.jpg,205,193,7,13.497354497354497
Image_660.jpg,213,196,9,16.65482233502538
Image_6600.jpg,191,184,8,14.162162162162161
Image_6601.jpg,202,185,9,16.704301075268816
Image_6602.jpg,199,199,5,12.46938775510204
Image_6603.jpg,196,188,8,16.280423280423282
Image_6604.jpg,204,187,9,15.47872340425532
Image_6605.jpg,206,192,8,16.854922279792746
Image_6606.jpg,200,189,13,19.189473684210526
Image_6607.jpg,205,194,11,17.489690721649485
Image_6608.jpg,185,181,6,15.725274725274724
Image_6609.jpg,188,180,3,10.271186440677965
Image_661 copy.jpg,206,196,7,16.619289340101524
Image_661.jpg,190,182,10,17.808743169398905
Image_6610.jpg,207,187,8,15.388297872340425
Image_6611.jpg,208,205,10,14.417085427135678
Image_6612.jpg,199,191,7,15.110526315789473
Image_6613.jpg,203,187,9,15.98913043478261
Image_6614.jpg,197,182,12,17.43169398907104
Image_6615.jpg,208,194,8,16.02051282051282
Image_6616.jpg,199,183,7,15.86413043478261
Image_6617.jpg,211,202,7,18.266009852216747
Image_6618.jpg,201,190,9,17.418848167539267
Image_6619.jpg,182,173,6,11.17816091954023
Image_662 copy.jpg,198,188,8,14.983870967741936
Image_662.jpg,202,187,8,12.212765957446809
Image_6620.jpg,202,196,7,17.49738219895288
Image_6621.jpg,197,196,6,17.512690355329948
Image_6622.jpg,187,180,10,19.81767955801105
Image_6623.jpg,205,195,7,15.304123711340207
Image_6624.jpg,200,183,9,16.391304347826086
Image_6625.jpg,193,185,10,21.037634408602152
Image_6626.jpg,201,185,6,13.815217391304348
Image_6627.jpg,188,184,10,16.685082872928177
Image_6628.jpg,216,191,4,9.956756756756757
Image_6629.jpg,192,181,8,17.483516483516482
Image_663 copy.jpg,202,192,9,14.626943005181348
Image_663.jpg,205,195,8,16.34536082474227
Image_6630.jpg,187,179,11,18.11111111111111
Image_6631.jpg,203,188,8,18.105820105820104
Image_6632.jpg,195,184,4,10.875675675675677
Image_6633.jpg,213,191,5,12.130208333333334
Image_6634.jpg,202,188,9,16.343915343915345
Image_6635.jpg,208,191,7,12.602150537634408
Image_6636.jpg,202,182,9,16.229508196721312
Image_6637.jpg,193,187,11,19.198924731182796
Image_6638.jpg,200,183,8,18.78804347826087
Image_6639.jpg,207,194,11,19.564102564102566
Image_664 copy.jpg,204,188,10,18.317460317460316
Image_664.jpg,211,189,9,17.573684210526316
Image_6640.jpg,211,199,7,17.67
Image_6641.jpg,196,179,7,14.383333333333333
Image_6642.jpg,201,180,7,16.19889502762431
Image_6643.jpg,207,195,8,17.41711229946524
Image_6644.jpg,193,186,7,14.202185792349727
Image_6645.jpg,210,197,10,16.267676767676768
Image_6646.jpg,196,185,6,15.259668508287293
Image_6647.jpg,192,179,9,13.96111111111111
Image_6648.jpg,191,177,10,17.741573033707866
Image_6649.jpg,200,194,9,17.43617021276596
Image_665 copy.jpg,198,186,9,16.09625668449198
Image_665.jpg,192,179,8,15.78888888888889
Image_6650.jpg,192,182,8,14.871508379888269
Image_6651.jpg,195,183,8,14.027173913043478
Image_6652.jpg,198,187,8,15.21808510638298
Image_6653.jpg,200,184,10,17.021621621621623
Image_6654.jpg,199,189,7,13.357894736842105
Image_6655.jpg,202,189,11,20.1
Image_6656.jpg,196,194,8,16.711229946524064
Image_6657.jpg,199,184,7,14.064864864864864
Image_6658.jpg,198,189,9,15.805263157894737
Image_6659.jpg,190,182,8,15.431693989071038
Image_666 copy.jpg,209,192,6,14.932291666666666
Image_666.jpg,204,191,11,15.901041666666666
Image_6660.jpg,205,193,8,15.675257731958762
Image_6661.jpg,192,181,9,15.895604395604396
Image_6662.jpg,191,185,8,14.56989247311828
Image_6663.jpg,200,194,9,19.02061855670103
Image_6664.jpg,198,184,6,14.156756756756756
Image_6665.jpg,202,197,9,15.65979381443299
Image_6666.jpg,193,180,8,15.69060773480663
Image_6667.jpg,195,185,5,12.151685393258427
Image_6668.jpg,194,181,7,16.45054945054945
Image_6669.jpg,198,187,4,12.032608695652174
Image_667 copy.jpg,204,192,11,19.609375
Image_667.jpg,206,190,7,13.157894736842104
Image_6670.jpg,206,191,9,16.640625
Image_6671.jpg,200,187,8,14.404255319148936
Image_6672.jpg,201,194,12,21.305699481865286
Image_6673.jpg,198,184,11,19.562162162162164
Image_6674.jpg,204,188,7,17.871657754010695
Image_6675.jpg,199,187,8,13.696808510638299
Image_6676.jpg,217,198,4,13.10880829015544
Image_6677.jpg,197,179,10,19.733333333333334
Image_6678.jpg,204,190,10,17.664921465968586
Image_6679.jpg,191,179,6,12.183333333333334
Image_668 copy.jpg,205,189,7,14.763157894736842
Image_668.jpg,203,193,8,15.24742268041237
Image_6680.jpg,191,185,9,15.33695652173913
Image_6681.jpg,191,180,8,17.22099447513812
Image_6682.jpg,209,189,11,17.788359788359788
Image_6683.jpg,199,184,6,13.956756756756757
Image_6684.jpg,199,187,9,15.441489361702128
Image_6685.jpg,209,187,8,17.085106382978722
Image_6686.jpg,200,188,8,17.144385026737968
Image_6687.jpg,200,185,10,17.032258064516128
Image_6688.jpg,191,186,7,14.155080213903743
Image_6689.jpg,202,189,8,17.557894736842105
Image_669 copy.jpg,201,191,8,16.21578947368421
Image_669.jpg,207,185,5,12.924731182795698
Image_6690.jpg,200,196,5,10.523560209424083
Image_6691.jpg,187,180,7,20.25414364640884
Image_6692.jpg,206,192,9,16.396825396825395
Image_6693.jpg,198,187,10,18.03191489361702
Image_6694.jpg,190,179,10,15.216666666666667
Image_6695.jpg,205,185,9,16.731182795698924
Image_6696.jpg,202,182,7,16.790055248618785
Image_6697.jpg,200,185,8,17.478494623655912
Image_6698.jpg,199,189,7,16.33684210526316
Image_6699.jpg,213,202,7,14.287128712871286
Image_67 copy.jpg,204,199,13,22.978947368421053
Image_67.jpg,190,181,7,14.692307692307692
Image_670 copy.jpg,205,184,10,14.135135135135135
Image_670.jpg,195,183,9,16.141304347826086
Image_6700.jpg,190,182,7,15.59016393442623
Image_6701.jpg,208,193,9,17.875647668393782
Image_6702.jpg,186,176,9,15.75287356321839
Image_6703.jpg,210,204,7,15.438775510204081
Image_6704.jpg,201,198,7,12.878306878306878
Image_6705.jpg,202,191,11,19.298429319371728
Image_6706.jpg,199,183,8,14.206521739130435
Image_6707.jpg,194,182,8,16.325966850828728
Image_6708.jpg,203,193,11,18.2
Image_6709.jpg,206,191,8,16.6
Image_671 copy.jpg,199,183,9,14.98913043478261
Image_671.jpg,201,182,4,13.169398907103826
Image_6710.jpg,206,198,7,14.422110552763819
Image_6711.jpg,196,187,11,18.72340425531915
Image_6712.jpg,207,193,8,15.81958762886598
Image_6713.jpg,190,183,11,22.543478260869566
Image_6714.jpg,203,190,5,12.905759162303665
Image_6715.jpg,188,183,8,17.35326086956522
Image_6716.jpg,208,192,9,16.564766839378237
Image_6717.jpg,203,191,8,15.385416666666666
Image_6718.jpg,192,191,7,15.497297297297298
Image_6719.jpg,200,182,9,16.852459016393443
Image_672 copy.jpg,203,187,7,14.53191489361702
Image_672.jpg,193,180,7,14.464088397790055
Image_6720.jpg,209,190,7,14.136125654450261
Image_6721.jpg,199,186,8,14.064171122994653
Image_6722.jpg,212,196,10,16.01522842639594
Image_6723.jpg,192,181,9,15.615384615384615
Image_6724.jpg,207,186,9,16.080213903743317
Image_6725.jpg,188,183,10,20.119565217391305
Image_6726.jpg,215,204,3,14.788177339901479
Image_6727.jpg,203,193,7,15.549738219895287
Image_6728.jpg,204,198,9,15.522613065326633
Image_6729.jpg,192,179,9,17.905555555555555
Image_673 copy.jpg,195,187,12,18.545454545454547
Image_673.jpg,200,191,7,13.335078534031414
Image_6730.jpg,185,177,4,12.903409090909092
Image_6731.jpg,199,183,5,13.472826086956522
Image_6732.jpg,195,180,8,16.43646408839779
Image_6733.jpg,196,183,7,16.277173913043477
Image_6734.jpg,202,190,6,12.345549738219896
Image_6735.jpg,204,193,7,13.578947368421053
Image_6736.jpg,200,185,7,13.349462365591398
Image_6737.jpg,203,191,8,15.921875
Image_6738.jpg,203,191,8,18.505208333333332
Image_6739.jpg,195,183,8,17.475409836065573
Image_674 copy.jpg,188,176,10,17.598870056497177
Image_674.jpg,198,181,5,11.901098901098901
Image_6740.jpg,187,180,11,16.865921787709496
Image_6741.jpg,207,190,10,18.047120418848166
Image_6742.jpg,183,167,9,16.321428571428573
Image_6743.jpg,205,198,7,14.848167539267015
Image_6744.jpg,198,190,8,13.163934426229508
Image_6745.jpg,196,182,10,15.6775956284153
Image_6746.jpg,199,187,7,16.0531914893617
Image_6747.jpg,193,182,9,14.453551912568306
Image_6748.jpg,194,179,10,19.655555555555555
Image_6749.jpg,205,194,7,13.306451612903226
Image_675 copy.jpg,205,191,7,16.270833333333332
Image_675.jpg,212,194,8,15.466321243523316
Image_6750.jpg,197,190,9,18.875675675675677
Image_6751.jpg,189,182,4,12.098360655737705
Image_6752.jpg,215,191,5,12.302083333333334
Image_6753.jpg,195,191,9,18.138297872340427
Image_6754.jpg,208,189,9,16.147368421052633
Image_6755.jpg,195,186,8,17.951871657754012
Image_6756.jpg,210,199,8,17.51530612244898
Image_6757.jpg,190,187,8,15.153846153846153
Image_6758.jpg,201,187,10,17.01595744680851
Image_6759.jpg,213,199,13,23.287179487179486
Image_676 copy.jpg,202,187,8,16.22340425531915
Image_676.jpg,189,178,10,20.88826815642458
Image_6760.jpg,208,195,8,21.20418848167539
Image_6761.jpg,196,184,7,14.994594594594595
Image_6762.jpg,202,188,8,16.544973544973544
Image_6763.jpg,214,207,7,15.932692307692308
Image_6764.jpg,197,185,12,17.053763440860216
Image_6765.jpg,208,197,9,19.117948717948718
Image_6766.jpg,214,198,7,18.718592964824122
Image_6767.jpg,200,187,6,13.73404255319149
Image_6768.jpg,200,190,9,14.565445026178011
Image_6769.jpg,201,184,9,14.95135135135135
Image_677 copy.jpg,200,181,9,15.033333333333333
Image_677.jpg,189,187,7,17.085106382978722
Image_6770.jpg,192,180,9,14.248618784530386
Image_6771.jpg,204,187,10,16.535135135135135
Image_6772.jpg,206,192,6,13.219895287958115
Image_6773.jpg,200,191,8,15.859375
Image_6774.jpg,213,207,10,15.909090909090908
Image_6775.jpg,209,190,6,15.167539267015707
Image_6776.jpg,202,185,4,11.879781420765028
Image_6777.jpg,197,184,6,12.032432432432433
Image_6778.jpg,177,158,9,17.934640522875817
Image_6779.jpg,186,178,4,12.363128491620111
Image_678 copy.jpg,204,191,10,19.02673796791444
Image_678.jpg,194,178,8,14.217877094972067
Image_6780.jpg,218,193,8,18.582474226804123
Image_6781.jpg,202,186,7,13.497326203208557
Image_6782.jpg,204,188,9,16.11111111111111
Image_6783.jpg,194,192,7,13.237569060773481
Image_6784.jpg,194,180,5,13.386740331491712
Image_6785.jpg,200,182,10,15.05464480874317
Image_6786.jpg,187,176,7,14.806818181818182
Image_6787.jpg,212,191,9,19.84375
Image_6788.jpg,203,191,6,12.244791666666666
Image_6789.jpg,206,189,9,15.0
Image_679 copy.jpg,201,191,7,16.717277486910994
Image_679.jpg,201,192,7,15.306878306878307
Image_6790.jpg,210,200,11,19.314432989690722
Image_6791.jpg,209,188,7,16.24867724867725
Image_6792.jpg,204,193,7,14.573684210526316
Image_6793.jpg,190,180,6,12.123595505617978
Image_6794.jpg,195,184,8,14.895027624309392
Image_6795.jpg,191,182,8,14.989071038251366
Image_6796.jpg,213,198,8,17.92964824120603
Image_6797.jpg,203,188,7,17.058201058201057
Image_6798.jpg,197,185,10,18.037634408602152
Image_6799.jpg,196,187,7,15.340425531914894
Image_68 copy.jpg,201,184,7,12.772972972972973
Image_68.jpg,192,190,9,16.219251336898395
Image_680 copy.jpg,200,189,6,15.736559139784946
Image_680.jpg,209,194,3,15.711340206185566
Image_6800.jpg,189,200,8,16.633879781420767
Image_6801.jpg,200,186,7,15.740540540540541
Image_6802.jpg,209,202,4,13.975247524752476
Image_6803.jpg,206,184,6,15.637837837837838
Image_6804.jpg,198,184,8,15.437837837837838
Image_6805.jpg,214,195,7,16.602040816326532
Image_6806.jpg,203,188,9,14.962962962962964
Image_6807.jpg,198,183,9,11.478260869565217
Image_6808.jpg,206,194,9,16.9375
Image_6809.jpg,200,188,6,18.07936507936508
Image_681 copy.jpg,197,192,7,12.398936170212766
Image_681.jpg,195,182,10,16.40983606557377
Image_6810.jpg,216,189,6,13.394736842105264
Image_6811.jpg,206,188,6,12.592592592592593
Image_6812.jpg,195,193,13,23.378238341968913
Image_6813.jpg,206,185,10,16.021505376344088
Image_6814.jpg,199,188,10,19.83068783068783
Image_6815.jpg,206,189,10,17.236842105263158
Image_6816.jpg,191,182,8,16.3551912568306
Image_6817.jpg,191,179,8,14.422222222222222
Image_6818.jpg,195,181,7,12.895604395604396
Image_6819.jpg,197,187,9,15.590425531914894
Image_682 copy.jpg,193,177,2,9.836158192090396
Image_682.jpg,195,175,4,11.541176470588235
Image_6820.jpg,196,187,8,15.292553191489361
Image_6821.jpg,207,194,10,18.994871794871795
Image_6822.jpg,194,184,7,13.054054054054054
Image_6823.jpg,198,187,7,14.569148936170214
Image_6824.jpg,202,191,7,14.654255319148936
